zip,income_household_median,,,,,,,,,,,,,
18657,41.52712,,,,,,,,,,,,,
18660,41.10195,,,,,,,,,,,,,
18661,41.08435,,,,,,,,,,,,,
18701,41.2433,,,,,,,,,,,,,
18702,41.21406,,,,,,,,,,,,,
18704,41.27676,,,,,,,,,,,,,
18705,41.27156,,,,,,,,,,,,,
18706,41.20432,,,,,,,,,,,,,
18707,41.13325,,,,,,,,,,,,,
18708,41.297,,,,,,,,,,,,,
18709,41.28635,,,,,,,,,,,,,
18801,41.82861,,,,,,,,,,,,,
18810,41.93738,,,,,,,,,,,,,
18812,41.97203,,,,,,,,,,,,,
18814,41.78151,,,,,,,,,,,,,
18816,41.73977,,,,,,,,,,,,,
18817,41.87431,,,,,,,,,,,,,
18818,41.91343,,,,,,,,,,,,,
18820,41.7779,,,,,,,,,,,,,
18821,41.98588,,,,,,,,,,,,,
18822,41.9482,,,,,,,,,,,,,
18823,41.77415,,,,,,,,,,,,,
18824,41.70422,,,,,,,,,,,,,
18825,41.82276,,,,,,,,,,,,,
18826,41.7495,,,,,,,,,,,,,
18828,41.79672,,,,,,,,,,,,,
18829,41.8395,,,,,,,,,,,,,
18830,41.95049,,,,,,,,,,,,,
18831,41.89356,,,,,,,,,,,,,
18832,41.67625,,,,,,,,,,,,,
18833,41.59433,,,,,,,,,,,,,
18834,41.84185,,,,,,,,,,,,,
18837,41.91928,,,,,,,,,,,,,
18840,41.97433,,,,,,,,,,,,,
18842,41.75594,,,,,,,,,,,,,
18843,41.80446,,,,,,,,,,,,,
18844,41.69247,,,,,,,,,,,,,
18845,41.78994,,,,,,,,,,,,,
18846,41.60494,,,,,,,,,,,,,
18847,41.93539,,,,,,,,,,,,,
18848,41.75358,,,,,,,,,,,,,
18850,41.85916,,,,,,,,,,,,,
18851,41.93677,,,,,,,,,,,,,
18853,41.71654,,,,,,,,,,,,,
18854,41.79532,,,,,,,,,,,,,
18901,40.30529,,,,,,,,,,,,,
18902,40.35474,,,,,,,,,,,,,
18912,40.32134,,,,,,,,,,,,,
18913,40.37727,,,,,,,,,,,,,
18914,40.28908,,,,,,,,,,,,,
18915,40.27255,,,,,,,,,,,,,
18917,40.37088,,,,,,,,,,,,,
18920,40.49264,,,,,,,,,,,,,
18921,40.52946,,,,,,,,,,,,,
18923,40.3532,,,,,,,,,,,,,
18925,40.2851,,,,,,,,,,,,,
18927,40.31952,,,,,,,,,,,,,
18929,40.25674,,,,,,,,,,,,,
18930,40.52926,,,,,,,,,,,,,
18932,40.29457,,,,,,,,,,,,,
18933,40.40265,,,,,,,,,,,,,
18935,40.43444,,,,,,,,,,,,,
18936,40.22993,,,,,,,,,,,,,
18938,40.35126,,,,,,,,,,,,,
18940,40.26349,,,,,,,,,,,,,
18942,40.47167,,,,,,,,,,,,,
18944,40.39252,,,,,,,,,,,,,
18946,40.28923,,,,,,,,,,,,,
18947,40.42677,,,,,,,,,,,,,
18950,40.44709,,,,,,,,,,,,,
18951,40.45294,,,,,,,,,,,,,
18954,40.2224,,,,,,,,,,,,,
18955,40.48469,,,,,,,,,,,,,
18960,40.36376,,,,,,,,,,,,,
18962,40.34462,,,,,,,,,,,,,
18964,40.29759,,,,,,,,,,,,,
18966,40.1879,,,,,,,,,,,,,
18969,40.32644,,,,,,,,,,,,,
18970,40.41212,,,,,,,,,,,,,
18972,40.53395,,,,,,,,,,,,,
18974,40.21675,,,,,,,,,,,,,
18976,40.24676,,,,,,,,,,,,,
18977,40.28655,,,,,,,,,,,,,
18980,40.27276,,,,,,,,,,,,,
19001,40.12624,,,,,,,,,,,,,
19002,40.18386,,,,,,,,,,,,,
19003,40.00217,,,,,,,,,,,,,
19004,40.01362,,,,,,,,,,,,,
19006,40.13323,,,,,,,,,,,,,
19007,40.11483,,,,,,,,,,,,,
19008,39.97425,,,,,,,,,,,,,
19009,40.13775,,,,,,,,,,,,,
19010,40.02362,,,,,,,,,,,,,
19012,40.05966,,,,,,,,,,,,,
19013,39.84529,,,,,,,,,,,,,
19014,39.8637,,,,,,,,,,,,,
19015,39.86811,,,,,,,,,,,,,
19017,39.89078,,,,,,,,,,,,,
19018,39.92312,,,,,,,,,,,,,
19020,40.10453,,,,,,,,,,,,,
19021,40.08874,,,,,,,,,,,,,
19022,39.85862,,,,,,,,,,,,,
19023,39.91724,,,,,,,,,,,,,
19025,40.14556,,,,,,,,,,,,,
19026,39.95035,,,,,,,,,,,,,
19027,40.07347,,,,,,,,,,,,,
19029,39.86345,,,,,,,,,,,,,
19030,40.1812,,,,,,,,,,,,,
19031,40.1083,,,,,,,,,,,,,
19032,39.88907,,,,,,,,,,,,,
19033,39.89077,,,,,,,,,,,,,
19034,40.13353,,,,,,,,,,,,,
19035,40.04851,,,,,,,,,,,,,
19036,39.90368,,,,,,,,,,,,,
19038,40.10197,,,,,,,,,,,,,
19040,40.17732,,,,,,,,,,,,,
19041,40.00663,,,,,,,,,,,,,
19043,39.90042,,,,,,,,,,,,,
19044,40.18901,,,,,,,,,,,,,
19046,40.10133,,,,,,,,,,,,,
19047,40.18207,,,,,,,,,,,,,
19050,39.93764,,,,,,,,,,,,,
19052,39.89721,,,,,,,,,,,,,
19053,40.15475,,,,,,,,,,,,,
19054,40.17055,,,,,,,,,,,,,
19055,40.14984,,,,,,,,,,,,,
19056,40.15044,,,,,,,,,,,,,
19057,40.14013,,,,,,,,,,,,,
19060,39.85048,,,,,,,,,,,,,
19061,39.82741,,,,,,,,,,,,,
19063,39.92248,,,,,,,,,,,,,
19064,39.93214,,,,,,,,,,,,,
19066,40.0022,,,,,,,,,,,,,
19067,40.19595,,,,,,,,,,,,,
19070,39.90628,,,,,,,,,,,,,
19072,40.02419,,,,,,,,,,,,,
19073,39.98093,,,,,,,,,,,,,
19074,39.88642,,,,,,,,,,,,,
19075,40.1136,,,,,,,,,,,,,
19076,39.88586,,,,,,,,,,,,,
19078,39.87328,,,,,,,,,,,,,
19079,39.90238,,,,,,,,,,,,,
19081,39.89864,,,,,,,,,,,,,
19082,39.96043,,,,,,,,,,,,,
19083,39.97715,,,,,,,,,,,,,
19085,40.03759,,,,,,,,,,,,,
19086,39.89094,,,,,,,,,,,,,
19087,40.06172,,,,,,,,,,,,,
19090,40.1484,,,,,,,,,,,,,
19094,39.87499,,,,,,,,,,,,,
19095,40.08588,,,,,,,,,,,,,
19096,39.99813,,,,,,,,,,,,,
19102,39.95301,,,,,,,,,,,,,
19103,39.95303,,,,,,,,,,,,,
19104,39.95891,,,,,,,,,,,,,
19106,39.94589,,,,,,,,,,,,,
19107,39.9518,,,,,,,,,,,,,
19108,39.95987,,,,,,,,,,,,,
19109,39.94958,,,,,,,,,,,,,
19111,40.06065,,,,,,,,,,,,,
19112,39.88999,,,,,,,,,,,,,
19113,39.86679,,,,,,,,,,,,,
19114,40.06743,,,,,,,,,,,,,
19115,40.09094,,,,,,,,,,,,,
19116,40.11655,,,,,,,,,,,,,
19118,40.07233,,,,,,,,,,,,,
19119,40.05303,,,,,,,,,,,,,
19120,40.03417,,,,,,,,,,,,,
19121,39.98231,,,,,,,,,,,,,
19122,39.97767,,,,,,,,,,,,,
19123,39.96399,,,,,,,,,,,,,
19124,40.01728,,,,,,,,,,,,,
19125,39.97611,,,,,,,,,,,,,
19126,40.05516,,,,,,,,,,,,,
19127,40.02854,,,,,,,,,,,,,
19128,40.05003,,,,,,,,,,,,,
19129,40.01338,,,,,,,,,,,,,
19130,39.9676,,,,,,,,,,,,,
19131,39.98865,,,,,,,,,,,,,
19132,39.99649,,,,,,,,,,,,,
19133,39.99238,,,,,,,,,,,,,
19134,39.98953,,,,,,,,,,,,,
19135,40.02192,,,,,,,,,,,,,
19136,40.03973,,,,,,,,,,,,,
19137,39.99455,,,,,,,,,,,,,
19138,40.05594,,,,,,,,,,,,,
19139,39.96144,,,,,,,,,,,,,
19140,40.01224,,,,,,,,,,,,,
19141,40.03788,,,,,,,,,,,,,
19142,39.92278,,,,,,,,,,,,,
19143,39.94315,,,,,,,,,,,,,
19144,40.03278,,,,,,,,,,,,,
19145,39.91469,,,,,,,,,,,,,
19146,39.93917,,,,,,,,,,,,,
19147,39.93645,,,,,,,,,,,,,
19148,39.91175,,,,,,,,,,,,,
19149,40.03781,,,,,,,,,,,,,
19150,40.07251,,,,,,,,,,,,,
19151,39.97562,,,,,,,,,,,,,
19152,40.06158,,,,,,,,,,,,,
19153,39.88391,,,,,,,,,,,,,
19154,40.0951,,,,,,,,,,,,,
19301,40.0414,,,,,,,,,,,,,
19310,39.93478,,,,,,,,,,,,,
19311,39.82163,,,,,,,,,,,,,
19312,40.0309,,,,,,,,,,,,,
19316,40.05597,,,,,,,,,,,,,
19317,39.85722,,,,,,,,,,,,,
19319,39.92723,,,,,,,,,,,,,
19320,39.97046,,,,,,,,,,,,,
19330,39.87359,,,,,,,,,,,,,
19333,40.04208,,,,,,,,,,,,,
19335,40.02271,,,,,,,,,,,,,
19341,40.04213,,,,,,,,,,,,,
19342,39.90458,,,,,,,,,,,,,
19343,40.10203,,,,,,,,,,,,,
19344,40.08279,,,,,,,,,,,,,
19345,40.02967,,,,,,,,,,,,,
19348,39.86706,,,,,,,,,,,,,
19350,39.76244,,,,,,,,,,,,,
19352,39.78036,,,,,,,,,,,,,
19355,40.0466,,,,,,,,,,,,,
19358,39.96362,,,,,,,,,,,,,
19362,39.75175,,,,,,,,,,,,,
19363,39.7864,,,,,,,,,,,,,
19365,39.9655,,,,,,,,,,,,,
19367,39.96285,,,,,,,,,,,,,
19369,39.98082,,,,,,,,,,,,,
19372,39.99941,,,,,,,,,,,,,
19373,39.90674,,,,,,,,,,,,,
19374,39.83333,,,,,,,,,,,,,
19375,39.8996,,,,,,,,,,,,,
19380,39.98594,,,,,,,,,,,,,
19382,39.92766,,,,,,,,,,,,,
19383,39.94303,,,,,,,,,,,,,
19390,39.83683,,,,,,,,,,,,,
19401,40.13042,,,,,,,,,,,,,
19403,40.14898,,,,,,,,,,,,,
19405,40.09949,,,,,,,,,,,,,
19406,40.09467,,,,,,,,,,,,,
19422,40.15835,,,,,,,,,,,,,
19425,40.10383,,,,,,,,,,,,,
19426,40.18972,,,,,,,,,,,,,
19428,40.08011,,,,,,,,,,,,,
19435,40.32788,,,,,,,,,,,,,
19436,40.20253,,,,,,,,,,,,,
19437,40.18706,,,,,,,,,,,,,
19438,40.27018,,,,,,,,,,,,,
19440,40.285,,,,,,,,,,,,,
19442,40.13233,,,,,,,,,,,,,
19444,40.08686,,,,,,,,,,,,,
19446,40.23068,,,,,,,,,,,,,
19453,40.13886,,,,,,,,,,,,,
19454,40.22303,,,,,,,,,,,,,
19456,40.1367,,,,,,,,,,,,,
19457,40.20512,,,,,,,,,,,,,
19460,40.12674,,,,,,,,,,,,,
19462,40.11542,,,,,,,,,,,,,
19464,40.25882,,,,,,,,,,,,,
19465,40.19981,,,,,,,,,,,,,
19468,40.20776,,,,,,,,,,,,,
19472,40.34036,,,,,,,,,,,,,
19473,40.25842,,,,,,,,,,,,,
19474,40.22427,,,,,,,,,,,,,
19475,40.17028,,,,,,,,,,,,,
19477,40.18447,,,,,,,,,,,,,
19490,40.19673,,,,,,,,,,,,,
19492,40.28817,,,,,,,,,,,,,
19501,40.24314,,,,,,,,,,,,,
19503,40.40808,,,,,,,,,,,,,
19504,40.40699,,,,,,,,,,,,,
19505,40.3795,,,,,,,,,,,,,
19506,40.45873,,,,,,,,,,,,,
19507,40.49268,,,,,,,,,,,,,
19508,40.25913,,,,,,,,,,,,,
19510,40.44551,,,,,,,,,,,,,
19511,40.48473,,,,,,,,,,,,,
19512,40.35,,,,,,,,,,,,,
19516,40.48686,,,,,,,,,,,,,
19518,40.27187,,,,,,,,,,,,,
19520,40.15968,,,,,,,,,,,,,
19522,40.44948,,,,,,,,,,,,,
19523,40.20116,,,,,,,,,,,,,
19525,40.30784,,,,,,,,,,,,,
19526,40.5465,,,,,,,,,,,,,
19529,40.63387,,,,,,,,,,,,,
19530,40.54012,,,,,,,,,,,,,
19533,40.42245,,,,,,,,,,,,,
19534,40.57813,,,,,,,,,,,,,
19535,40.3394,,,,,,,,,,,,,
19536,40.48069,,,,,,,,,,,,,
19538,40.54655,,,,,,,,,,,,,
19539,40.49071,,,,,,,,,,,,,
19540,40.23714,,,,,,,,,,,,,
19541,40.47821,,,,,,,,,,,,,
19543,40.1697,,,,,,,,,,,,,
19544,40.41669,,,,,,,,,,,,,
19545,40.3411,,,,,,,,,,,,,
19547,40.38315,,,,,,,,,,,,,
19549,40.58176,,,,,,,,,,,,,
19550,40.45593,,,,,,,,,,,,,
19551,40.35951,,,,,,,,,,,,,
19554,40.51288,,,,,,,,,,,,,
19555,40.49335,,,,,,,,,,,,,
19559,40.49234,,,,,,,,,,,,,
19560,40.40053,,,,,,,,,,,,,
19562,40.50316,,,,,,,,,,,,,
19564,40.51926,,,,,,,,,,,,,
19565,40.34231,,,,,,,,,,,,,
19567,40.3957,,,,,,,,,,,,,
19601,40.3526,,,,,,,,,,,,,
19602,40.32695,,,,,,,,,,,,,
19604,40.35791,,,,,,,,,,,,,
19605,40.39917,,,,,,,,,,,,,
19606,40.3357,,,,,,,,,,,,,
19607,40.29147,,,,,,,,,,,,,
19608,40.31401,,,,,,,,,,,,,
19609,40.32774,,,,,,,,,,,,,
19610,40.34015,,,,,,,,,,,,,
19611,40.32473,,,,,,,,,,,,,
19701,39.58427,,,,,,,,,,,,,
19702,39.62199,,,,,,,,,,,,,
19703,39.8043,,,,,,,,,,,,,
19706,39.5715,,,,,,,,,,,,,
19707,39.78512,,,,,,,,,,,,,
19709,39.48923,,,,,,,,,,,,,
19710,39.78964,,,,,,,,,,,,,
19711,39.71379,,,,,,,,,,,,,
19713,39.67097,,,,,,,,,,,,,
19716,39.66779,,,,,,,,,,,,,
19717,39.68121,,,,,,,,,,,,,
19720,39.645,,,,,,,,,,,,,
19730,39.45443,,,,,,,,,,,,,
19731,39.5102,,,,,,,,,,,,,
19732,39.80033,,,,,,,,,,,,,
19733,39.55928,,,,,,,,,,,,,
19734,39.38377,,,,,,,,,,,,,
19735,39.80666,,,,,,,,,,,,,
19736,39.78031,,,,,,,,,,,,,
19801,39.72782,,,,,,,,,,,,,
19802,39.75715,,,,,,,,,,,,,
19803,39.79912,,,,,,,,,,,,,
19804,39.7166,,,,,,,,,,,,,
19805,39.74523,,,,,,,,,,,,,
19806,39.762,,,,,,,,,,,,,
19807,39.79767,,,,,,,,,,,,,
19808,39.73777,,,,,,,,,,,,,
19809,39.75801,,,,,,,,,,,,,
19810,39.81855,,,,,,,,,,,,,
19901,39.17335,,,,,,,,,,,,,
19902,39.12765,,,,,,,,,,,,,
19904,39.17289,,,,,,,,,,,,,
19930,38.56311,,,,,,,,,,,,,
19931,38.56928,,,,,,,,,,,,,
19933,38.73699,,,,,,,,,,,,,
19934,39.08135,,,,,,,,,,,,,
19936,39.21846,,,,,,,,,,,,,
19938,39.25646,,,,,,,,,,,,,
19939,38.56575,,,,,,,,,,,,,
19940,38.47723,,,,,,,,,,,,,
19941,38.7949,,,,,,,,,,,,,
19943,39.00562,,,,,,,,,,,,,
19944,38.47542,,,,,,,,,,,,,
19945,38.50336,,,,,,,,,,,,,
19946,39.03224,,,,,,,,,,,,,
19947,38.67421,,,,,,,,,,,,,
19950,38.82007,,,,,,,,,,,,,
19951,38.68763,,,,,,,,,,,,,
19952,38.91654,,,,,,,,,,,,,
19953,39.15145,,,,,,,,,,,,,
19954,38.89891,,,,,,,,,,,,,
19955,39.22652,,,,,,,,,,,,,
19956,38.5465,,,,,,,,,,,,,
19958,38.72737,,,,,,,,,,,,,
19960,38.85082,,,,,,,,,,,,,
19962,39.07005,,,,,,,,,,,,,
19963,38.93347,,,,,,,,,,,,,
19964,39.09436,,,,,,,,,,,,,
19966,38.58118,,,,,,,,,,,,,
19967,38.53978,,,,,,,,,,,,,
19968,38.77553,,,,,,,,,,,,,
19970,38.55504,,,,,,,,,,,,,
19971,38.69113,,,,,,,,,,,,,
19973,38.63404,,,,,,,,,,,,,
19975,38.46862,,,,,,,,,,,,,
19977,39.29653,,,,,,,,,,,,,
19979,39.05041,,,,,,,,,,,,,
19980,39.07349,,,,,,,,,,,,,
20001,38.91002,,,,,,,,,,,,,
20002,38.90511,,,,,,,,,,,,,
20003,38.88193,,,,,,,,,,,,,
20004,38.89504,,,,,,,,,,,,,
20005,38.90443,,,,,,,,,,,,,
20006,38.89847,,,,,,,,,,,,,
20007,38.91259,,,,,,,,,,,,,
20008,38.93539,,,,,,,,,,,,,
20009,38.91986,,,,,,,,,,,,,
20010,38.93255,,,,,,,,,,,,,
20011,38.95295,,,,,,,,,,,,,
20012,38.97863,,,,,,,,,,,,,
20015,38.96661,,,,,,,,,,,,,
20016,38.93822,,,,,,,,,,,,,
20017,38.93813,,,,,,,,,,,,,
20018,38.92596,,,,,,,,,,,,,
20019,38.89214,,,,,,,,,,,,,
20020,38.86234,,,,,,,,,,,,,
20024,38.87517,,,,,,,,,,,,,
20032,38.83142,,,,,,,,,,,,,
20036,38.90705,,,,,,,,,,,,,
20037,38.89213,,,,,,,,,,,,,
20045,38.89673,,,,,,,,,,,,,
20052,38.89884,,,,,,,,,,,,,
20057,38.90892,,,,,,,,,,,,,
20059,38.92247,,,,,,,,,,,,,
20064,38.93637,,,,,,,,,,,,,
20105,38.95949,,,,,,,,,,,,,
20106,38.6871,,,,,,,,,,,,,
20109,38.79472,,,,,,,,,,,,,
20110,38.7464,,,,,,,,,,,,,
20111,38.74907,,,,,,,,,,,,,
20112,38.67274,,,,,,,,,,,,,
20115,38.82138,,,,,,,,,,,,,
20117,38.99473,,,,,,,,,,,,,
20119,38.62159,,,,,,,,,,,,,
20120,38.85576,,,,,,,,,,,,,
20121,38.8175,,,,,,,,,,,,,
20124,38.78059,,,,,,,,,,,,,
20129,39.16673,,,,,,,,,,,,,
20130,39.02756,,,,,,,,,,,,,
20132,39.16648,,,,,,,,,,,,,
20135,39.08602,,,,,,,,,,,,,
20136,38.7374,,,,,,,,,,,,,
20137,38.80682,,,,,,,,,,,,,
20141,39.11675,,,,,,,,,,,,,
20143,38.86421,,,,,,,,,,,,,
20144,38.92117,,,,,,,,,,,,,
20147,39.04151,,,,,,,,,,,,,
20148,38.99062,,,,,,,,,,,,,
20151,38.89583,,,,,,,,,,,,,
20152,38.8998,,,,,,,,,,,,,
20155,38.80646,,,,,,,,,,,,,
20158,39.14126,,,,,,,,,,,,,
20164,39.01244,,,,,,,,,,,,,
20165,39.05058,,,,,,,,,,,,,
20166,38.97146,,,,,,,,,,,,,
20169,38.87172,,,,,,,,,,,,,
20170,38.98075,,,,,,,,,,,,,
20171,38.9246,,,,,,,,,,,,,
20175,39.0641,,,,,,,,,,,,,
20176,39.18147,,,,,,,,,,,,,
20180,39.26775,,,,,,,,,,,,,
20181,38.66687,,,,,,,,,,,,,
20184,39.00143,,,,,,,,,,,,,
20186,38.69045,,,,,,,,,,,,,
20187,38.71846,,,,,,,,,,,,,
20190,38.95968,,,,,,,,,,,,,
20191,38.93438,,,,,,,,,,,,,
20194,38.97998,,,,,,,,,,,,,
20197,39.19379,,,,,,,,,,,,,
20198,38.87523,,,,,,,,,,,,,
20204,38.88556,,,,,,,,,,,,,
20220,38.89713,,,,,,,,,,,,,
20230,38.89373,,,,,,,,,,,,,
20240,38.89446,,,,,,,,,,,,,
20245,38.89358,,,,,,,,,,,,,
20250,38.88556,,,,,,,,,,,,,
20260,38.88355,,,,,,,,,,,,,
20317,38.93645,,,,,,,,,,,,,
20319,38.86706,,,,,,,,,,,,,
20373,38.85779,,,,,,,,,,,,,
20388,38.8718,,,,,,,,,,,,,
20390,38.87902,,,,,,,,,,,,,
20408,38.89284,,,,,,,,,,,,,
20415,38.89494,,,,,,,,,,,,,
20418,38.8928,,,,,,,,,,,,,
20422,38.92714,,,,,,,,,,,,,
20427,38.90207,,,,,,,,,,,,,
20431,38.89895,,,,,,,,,,,,,
20510,38.89278,,,,,,,,,,,,,
20515,38.88681,,,,,,,,,,,,,
20520,38.8947,,,,,,,,,,,,,
20530,38.89313,,,,,,,,,,,,,
20535,38.89514,,,,,,,,,,,,,
20540,38.88793,,,,,,,,,,,,,
20542,38.94136,,,,,,,,,,,,,
20551,38.8928,,,,,,,,,,,,,
20560,38.8902,,,,,,,,,,,,,
20565,38.89007,,,,,,,,,,,,,
20566,38.89667,,,,,,,,,,,,,
20591,38.88695,,,,,,,,,,,,,
20601,38.61863,,,,,,,,,,,,,
20602,38.58335,,,,,,,,,,,,,
20603,38.62972,,,,,,,,,,,,,
20606,38.25412,,,,,,,,,,,,,
20607,38.67161,,,,,,,,,,,,,
20608,38.58638,,,,,,,,,,,,,
20609,38.27191,,,,,,,,,,,,,
20611,38.46251,,,,,,,,,,,,,
20612,38.50708,,,,,,,,,,,,,
20613,38.67179,,,,,,,,,,,,,
20615,38.4204,,,,,,,,,,,,,
20616,38.65443,,,,,,,,,,,,,
20617,38.54351,,,,,,,,,,,,,
20618,38.28152,,,,,,,,,,,,,
20619,38.2919,,,,,,,,,,,,,
20620,38.23288,,,,,,,,,,,,,
20621,38.33062,,,,,,,,,,,,,
20622,38.45281,,,,,,,,,,,,,
20623,38.7423,,,,,,,,,,,,,
20624,38.33523,,,,,,,,,,,,,
20625,38.26212,,,,,,,,,,,,,
20626,38.23256,,,,,,,,,,,,,
20628,38.1459,,,,,,,,,,,,,
20629,38.33996,,,,,,,,,,,,,
20630,38.16653,,,,,,,,,,,,,
20632,38.42591,,,,,,,,,,,,,
20634,38.24582,,,,,,,,,,,,,
20636,38.35582,,,,,,,,,,,,,
20637,38.52577,,,,,,,,,,,,,
20639,38.60823,,,,,,,,,,,,,
20640,38.55408,,,,,,,,,,,,,
20645,38.29838,,,,,,,,,,,,,
20646,38.52114,,,,,,,,,,,,,
20650,38.27186,,,,,,,,,,,,,
20653,38.22795,,,,,,,,,,,,,
20656,38.33914,,,,,,,,,,,,,
20657,38.38358,,,,,,,,,,,,,
20658,38.56973,,,,,,,,,,,,,
20659,38.41886,,,,,,,,,,,,,
20660,38.36928,,,,,,,,,,,,,
20661,38.26474,,,,,,,,,,,,,
20662,38.43359,,,,,,,,,,,,,
20664,38.35062,,,,,,,,,,,,,
20667,38.21782,,,,,,,,,,,,,
20670,38.2824,,,,,,,,,,,,,
20674,38.13307,,,,,,,,,,,,,
20675,38.58349,,,,,,,,,,,,,
20676,38.4869,,,,,,,,,,,,,
20677,38.49992,,,,,,,,,,,,,
20678,38.52164,,,,,,,,,,,,,
20680,38.11071,,,,,,,,,,,,,
20684,38.14308,,,,,,,,,,,,,
20685,38.43465,,,,,,,,,,,,,
20686,38.18557,,,,,,,,,,,,,
20687,38.07578,,,,,,,,,,,,,
20688,38.33475,,,,,,,,,,,,,
20689,38.66963,,,,,,,,,,,,,
20690,38.15916,,,,,,,,,,,,,
20692,38.18352,,,,,,,,,,,,,
20693,38.45924,,,,,,,,,,,,,
20695,38.58885,,,,,,,,,,,,,
20701,39.12877,,,,,,,,,,,,,
20705,39.04503,,,,,,,,,,,,,
20706,38.96548,,,,,,,,,,,,,
20707,39.09563,,,,,,,,,,,,,
20708,39.04546,,,,,,,,,,,,,
20710,38.94204,,,,,,,,,,,,,
20711,38.80485,,,,,,,,,,,,,
20712,38.94306,,,,,,,,,,,,,
20714,38.71813,,,,,,,,,,,,,
20715,38.98643,,,,,,,,,,,,,
20716,38.92734,,,,,,,,,,,,,
20720,38.9971,,,,,,,,,,,,,
20721,38.92106,,,,,,,,,,,,,
20722,38.9351,,,,,,,,,,,,,
20723,39.13664,,,,,,,,,,,,,
20724,39.08028,,,,,,,,,,,,,
20732,38.65573,,,,,,,,,,,,,
20733,38.80628,,,,,,,,,,,,,
20735,38.75034,,,,,,,,,,,,,
20736,38.6913,,,,,,,,,,,,,
20737,38.96247,,,,,,,,,,,,,
20740,39.00193,,,,,,,,,,,,,
20742,38.99422,,,,,,,,,,,,,
20743,38.88372,,,,,,,,,,,,,
20744,38.75362,,,,,,,,,,,,,
20745,38.80552,,,,,,,,,,,,,
20746,38.83664,,,,,,,,,,,,,
20747,38.85348,,,,,,,,,,,,,
20748,38.81692,,,,,,,,,,,,,
20751,38.79552,,,,,,,,,,,,,
20754,38.736,,,,,,,,,,,,,
20755,39.09892,,,,,,,,,,,,,
20758,38.73399,,,,,,,,,,,,,
20759,39.15419,,,,,,,,,,,,,
20762,38.80748,,,,,,,,,,,,,
20763,39.13786,,,,,,,,,,,,,
20764,38.83374,,,,,,,,,,,,,
20765,38.84533,,,,,,,,,,,,,
20769,38.98818,,,,,,,,,,,,,
20770,38.99981,,,,,,,,,,,,,
20771,39.00289,,,,,,,,,,,,,
20772,38.7785,,,,,,,,,,,,,
20774,38.87589,,,,,,,,,,,,,
20776,38.86913,,,,,,,,,,,,,
20777,39.17487,,,,,,,,,,,,,
20778,38.83733,,,,,,,,,,,,,
20779,38.76388,,,,,,,,,,,,,
20781,38.94229,,,,,,,,,,,,,
20782,38.96469,,,,,,,,,,,,,
20783,38.99988,,,,,,,,,,,,,
20784,38.95145,,,,,,,,,,,,,
20785,38.91849,,,,,,,,,,,,,
20794,39.15107,,,,,,,,,,,,,
20812,38.96677,,,,,,,,,,,,,
20814,39.00506,,,,,,,,,,,,,
20815,38.98369,,,,,,,,,,,,,
20816,38.95612,,,,,,,,,,,,,
20817,38.99809,,,,,,,,,,,,,
20818,38.97347,,,,,,,,,,,,,
20832,39.15134,,,,,,,,,,,,,
20833,39.20595,,,,,,,,,,,,,
20837,39.11208,,,,,,,,,,,,,
20838,39.22341,,,,,,,,,,,,,
20839,39.17909,,,,,,,,,,,,,
20841,39.1858,,,,,,,,,,,,,
20842,39.20831,,,,,,,,,,,,,
20850,39.0908,,,,,,,,,,,,,
20851,39.07767,,,,,,,,,,,,,
20852,39.05134,,,,,,,,,,,,,
20853,39.10237,,,,,,,,,,,,,
20854,39.03413,,,,,,,,,,,,,
20855,39.13702,,,,,,,,,,,,,
20860,39.15072,,,,,,,,,,,,,
20861,39.14653,,,,,,,,,,,,,
20862,39.18039,,,,,,,,,,,,,
20866,39.10969,,,,,,,,,,,,,
20868,39.12534,,,,,,,,,,,,,
20871,39.2592,,,,,,,,,,,,,
20872,39.29142,,,,,,,,,,,,,
20874,39.1291,,,,,,,,,,,,,
20876,39.20706,,,,,,,,,,,,,
20877,39.14068,,,,,,,,,,,,,
20878,39.11376,,,,,,,,,,,,,
20879,39.16992,,,,,,,,,,,,,
20880,39.14077,,,,,,,,,,,,,
20882,39.23182,,,,,,,,,,,,,
20886,39.17952,,,,,,,,,,,,,
20889,39.00193,,,,,,,,,,,,,
20892,39.0006,,,,,,,,,,,,,
20894,38.99591,,,,,,,,,,,,,
20895,39.02696,,,,,,,,,,,,,
20896,39.03521,,,,,,,,,,,,,
20899,39.14442,,,,,,,,,,,,,
20901,39.02155,,,,,,,,,,,,,
20902,39.04381,,,,,,,,,,,,,
20903,39.02128,,,,,,,,,,,,,
20904,39.06608,,,,,,,,,,,,,
20905,39.11052,,,,,,,,,,,,,
20906,39.08858,,,,,,,,,,,,,
20910,39.00227,,,,,,,,,,,,,
20912,38.98182,,,,,,,,,,,,,
21001,39.51077,,,,,,,,,,,,,
21005,39.44101,,,,,,,,,,,,,
21009,39.47032,,,,,,,,,,,,,
21010,39.38953,,,,,,,,,,,,,
21012,39.04529,,,,,,,,,,,,,
21013,39.51123,,,,,,,,,,,,,
21014,39.53606,,,,,,,,,,,,,
21015,39.54691,,,,,,,,,,,,,
21017,39.47498,,,,,,,,,,,,,
21023,39.52368,,,,,,,,,,,,,
21028,39.56832,,,,,,,,,,,,,
21029,39.20633,,,,,,,,,,,,,
21030,39.49002,,,,,,,,,,,,,
